C0,C1,C2,C3,C4,T1,T2,T3,T5,T10,S1,S2,HS01,HS02,HS03,HS04,HS05,HS06,HS07,HS08,HS09,HS10,HS11,HS12,HS13,HS14,HS15,HS16,HS17,HS18,HS19,HS20,HS21,HS22,HS23,HS24,HS25,HS26,HS27,HS28,HS29,HS30,HR01,HR02,HR03,HR04,HR05,HR06,HR07,HR08,HR09,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24,HR25,HR26,HR27,HR28,HR29,HR30,HT01,HT02,HT03,HT04,HT05,HT06,HT07,HT08,HT09,HT10,HT11,HT12,HT13,HT14,HT15,HT16,HT17,HT18,HT20,HT21,HT22,HT23,HT24,HT25,HT26,HT27,HT28,HT29,HT30,HT31,HH01,HH02,HH03,HH04,HH05,HH06,HH07,HH08,HH09,HH10,HH11,HH12,HH13,HH14,HH15,HH16,HH17,HH18,HH19,HH20,HH21,HH22,HH23,HH24,HH25,HH26,HH27,HH28,HH29,HH30,HH31,HH32,HH33,HH34,HH35,HH36,HH37,HH38,HH39,HH40,HH41,HH42,HH43,HH44,HH45,HH46,HH47,HH48,HH49,HH50,HH51,HH52,HH53,HH54,HH55,HH56,P1,P2,P3,P4,P5,P6,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,DB
HU,HUN,Hungary,EUROPE,Eastern Europe,2015,2010,1,2011,2010,HUN_2015_LFS,LFS,0.323950405,0.319603619,0.159816171,0.121298291,0.050466753,0.015548853,0.005151036,0.002345732,0.000928718,0.000430849,0.000459572,0.47941979,0.171765044,0.024864761,0.083603811,0.410388243,2.328758899,0.108872175,1.867330374,0.461428525,0.414561084,0.226703094,0.23472543,0.289545946,0.345187737,0.346339973,0.301119375,0.304624029,0.190774206,0.089739109,1,0.528831956,0.6790656,0.101138486,0.019722857,0,1,0.719444849,0.21198462,0.059456641,0.009113891,0,1,0.778058831,1.067980564,0.132304337,0.021656268,0,1,0.915550156,1.895689607,0.153679219,0.035081019,0,1,0.933337232,2.611942873,0.391802875,0.062917021,0,0.323950405,0.578515008,0.059409258,0.006960601,0.004040404,0.023447748,0.002901048,0.000775528,0,1,2.874570441,4.280238187,4.524926664,6.059147009,2.225280818,2.50089943,3.895018842,NA,0.323950405,0.578515008,0.043678491,0.039178515,0.014677582,0,1,2.874570441,3.527853861,3.805143807,4.256634382,NA,0.678235036,0.321764964,0.16374836,0.377930189,0.191182342,0.164019278,0.069583072,0.021188616,0.006972566,0.002951577,0.001240518,0.000598871,0.000584612,0.651385772,0.200390523,0.095707166,0.03398129,0.011395098,0.004021799,0.00142803,0.001107452,0.000291435,8.74E-05,0.000204004,0.16374836,0.733146067,0.049763303,0.037358125,0.015984144,0,0.651385772,0.262466121,0.031241803,0.042899193,0.012007111,0,2.67620798,1.596385374,0.568565811,0.235598276,2.107642169,1.360787098,0.37579883,0.496266433,0.764588974,0.031889504,0.786985898,0.451584874,0.104551083,0.093945215,0.020082025,0.018965781,1.18321648,0.214624587,0.924425689,1.146162512,9844250,9709784,1.4493,75.7,78.9,72.2,0.838,0.846,15.21959972,11.84778976,0.985,26281.74257,0.830770397,15.56669998,11.63817978,20758.73452,0.843469026,14.8822298,12.0908699,32345.19538,NATIONAL
ID,IDN,Indonesia,ASIA,South-Eastern Asia,1971,1970,0,1971,1970,IDN_1971_IPUMS,IPUMS,0.050322378,0.113360142,0.149630445,0.155100757,0.146092153,0.124817469,0.094826231,0.067148923,0.042875115,0.024599555,0.031226833,0.262990587,0.30119291,0.385494125,0.518803496,0.104553726,4.851163124,0.784692949,2.4129389,2.438224224,0.121211378,1.561286124,1.047011221,0.693842658,0.654012213,0.437636815,0.245233769,0.1363693,0.056184364,0.019586662,1,0.791994277,2.429378227,0.541049843,0.061666794,0,1.000130728,0.604952333,0.24722594,0.147023703,0.011550859,0,1.000075338,0.763186408,0.940704206,0.273557318,0.03080409,0,1.000046337,0.816542978,1.745345315,0.406672332,0.042687707,0,1.000016579,0.871069902,2.558936689,0.515495287,0.055587178,0,0.050322378,0.589659201,0.256543032,0.031518882,0.02848606,0.033113922,0.005560173,0.003437198,0.001359154,1,4.603888994,6.202719686,5.988655363,7.87931521,3.032086684,3.60569612,4.982704624,2.241044323,0.050322378,0.589659201,0.153224901,0.136432054,0.069002314,0.001359154,1,4.603888994,6.005797244,5.598990735,6.490364819,2.241044323,0.831156002,0.168843998,0.022091232,0.094112131,0.144497287,0.158014602,0.155321857,0.135575055,0.104508005,0.075035166,0.048335454,0.027691071,0.034818139,0.201916648,0.217442983,0.178441423,0.138845554,0.09724389,0.065819776,0.042715994,0.0242924,0.013297675,0.007948889,0.012034767,0.022091232,0.625708353,0.140746199,0.139728046,0.070681224,0.001044946,0.201916648,0.416165218,0.203922443,0.116336082,0.059208083,0.002451527,5.131000138,3.246499205,2.61355026,1.452840984,2.517449878,1.793658221,0.114845703,0.147551041,0.939769464,0.030675004,2.593439578,1.510358581,0.506987464,0.637745464,0.062899046,0.050498747,1.292019937,0.362945621,1.225429941,1.4307126,118347136,273753184,5.363,53.6,55.5,51.7,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIONAL
ID,IDN,Indonesia,ASIA,South-Eastern Asia,1976,1980,0,1976,1970,IDN_1976_IPUMS,IPUMS,0.043415604,0.10558383,0.145442274,0.156879914,0.148087342,0.12953538,0.100822707,0.069246064,0.044491873,0.025958153,0.030536858,0.251026104,0.304967256,0.400591036,0.514693811,0.128367902,4.842219024,0.727208682,2.479492755,2.362726269,0.13924548,1.430047505,1.128974638,0.697771224,0.604995517,0.458867019,0.286028301,0.152853515,0.060363924,0.022317381,1,0.802778169,2.449319034,0.550733134,0.039388687,0,0.999912209,0.627109965,0.234513828,0.126209855,0.008231144,0,1,0.781281921,0.932062675,0.254517847,0.015294315,0,1.00040503,0.828953836,1.738772443,0.368321465,0.027981296,0,1.000417081,0.877663748,2.50408254,0.530852178,0.032475308,0,0.043415604,0.610080447,0.274430398,0.019135701,0.016052828,0.032561703,0.002608585,0.001714734,0,1,4.586171899,6.18964601,6.005959261,7.947814128,3.06337441,3.183812611,4.856419094,NA,0.043415604,0.610080447,0.182126635,0.124865466,0.039511848,0,1,4.586171899,6.016029952,5.618038864,6.536610841,NA,0.849881292,0.150118708,0.01533339,0.089052426,0.140418222,0.158529861,0.156684764,0.139400238,0.110345266,0.076963862,0.049775195,0.029161011,0.034335765,0.215901661,0.207532366,0.176409049,0.146593435,0.095462273,0.068654374,0.042238786,0.021707859,0.012030862,0.006276971,0.007192363,0.01533339,0.644341703,0.172993722,0.126717849,0.040613336,0,0.215901661,0.399372303,0.238263371,0.113770106,0.032692559,0,5.13986919,3.14831815,2.547314119,1.313742816,2.592555071,1.834575334,0.129030562,0.195806141,0.944154785,0,2.627090512,1.438854611,0.528093194,0.676606764,0.040530699,0.032856775,1.333237553,0.414604962,1.259317518,1.419970372,134521024,273753184,4.9227,56.5,58.5,54.6,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIONAL
ID,IDN,Indonesia,ASIA,South-Eastern Asia,1980,1980,0,1976,1970,IDN_1980_IPUMS,IPUMS,0.046983914,0.113985702,0.1637958,0.172006256,0.153485255,0.126809651,0.092794906,0.059629133,0.036617516,0.016085791,0.017806077,0.277781501,0.32549151,0.349743074,0.485969616,0.137064343,4.807770195,0.694943017,2.529907467,2.277862729,0.155378615,1.394265552,1.072163911,0.797549669,0.549306013,0.44307313,0.289557941,0.163202366,0.070652386,0.027999228,1,0.809860708,2.371704845,0.56059049,0.065614153,0,1.0001839,0.654892225,0.198553965,0.12619898,0.017770551,0,1.000050481,0.805174613,0.92320196,0.236091713,0.027966333,0,1.000217438,0.844119425,1.744638398,0.360345726,0.039608868,0,0.999989255,0.883501787,2.534411868,0.512682392,0.054930768,0,0.046983914,0.626072386,0.260355228,0.01834227,0.015214477,0.026251117,0.004412422,0.002368186,0,1,4.498633534,6.177839245,5.87349756,7.926923215,2.977153896,3.751271617,4.776087974,NA,0.046983914,0.626072386,0.184550938,0.102055407,0.040337355,0,1,4.498633534,6.037798952,5.611104848,6.358511608,NA,0.857844617,0.142155383,0.01535411,0.097381844,0.162529188,0.176839688,0.163377121,0.138278305,0.101595419,0.066060503,0.040805145,0.01802836,0.019750316,0.235207101,0.212862037,0.171441918,0.14333541,0.094596699,0.058393024,0.040407973,0.021332918,0.011678605,0.004515727,0.006228589,0.01535411,0.667349361,0.17483074,0.101451922,0.041013867,0,0.235207101,0.380177515,0.24260355,0.105652445,0.03635939,0,5.062841793,3.265134197,2.433004776,1.339560682,2.629837016,1.925573516,0.144609898,0.220208326,0.942328844,0.009700739,2.516968175,1.493221473,0.538099395,0.695579356,0.065445379,0.066632629,1.349400957,0.451854087,1.280436059,1.473719429,148177104,273753184,4.493,58.8,60.6,57,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIONAL
ID,IDN,Indonesia,ASIA,South-Eastern Asia,1985,1980,0,1981,1980,IDN_1985_IPUMS,IPUMS,0.049044324,0.109339079,0.158972024,0.181184127,0.162481536,0.129329972,0.089003898,0.056929621,0.031241323,0.016958941,0.015515154,0.268311103,0.343665663,0.33897891,0.459512889,0.137148632,4.680331604,0.614976017,2.540976837,2.139354767,0.158806561,1.247352617,1.068105468,0.800075822,0.568305398,0.427175187,0.300086518,0.174681451,0.068332701,0.02621644,1,0.822793649,2.306789601,0.506362132,0.044386222,0,0.999909565,0.654189618,0.199242892,0.12628397,0.020181074,0,1.000061967,0.819222234,0.935145003,0.223139386,0.022626026,0,1.000082579,0.872789511,1.783889621,0.316021747,0.027951534,0,0.999806006,0.907263315,2.590628421,0.462227977,0.03973911,0,0.049044324,0.645039482,0.243222532,0.013205095,0.010728446,0.031618929,0.005164314,0.001976877,0,1,4.453614268,6.113314539,5.837335561,7.72260625,2.954521375,3.056903938,4.92159767,NA,0.049044324,0.645039482,0.174598239,0.100243223,0.031074733,0,1,4.453614268,5.948195598,5.441243972,5.993131822,NA,0.869010525,0.130989475,0.020478771,0.09303213,0.157088707,0.187094558,0.172594062,0.139611794,0.097356839,0.062568369,0.034483197,0.018647129,0.017044443,0.245577159,0.221667542,0.172009108,0.140479944,0.092748292,0.058591697,0.031529164,0.01812927,0.008933263,0.005342442,0.004992118,0.020478771,0.682680811,0.166577629,0.099481035,0.030781755,0,0.245577159,0.386057103,0.229724996,0.10553512,0.033105623,0,4.923153625,3.067834951,2.28749523,1.156081938,2.635658395,1.911753014,0.146998295,0.236779053,0.94624983,0.003359898,2.449507289,1.35933998,0.48396202,0.654434836,0.043434485,0.050700237,1.349013327,0.44337397,1.286645068,1.468379043,165791696,273753184,3.7105,61.3,62.9,59.8,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIONAL
ID,IDN,Indonesia,ASIA,South-Eastern Asia,1990,1990,0,1986,1980,IDN_1990_IPUMS,IPUMS,0.054298239,0.116103198,0.178298551,0.194873568,0.162894716,0.120442149,0.078413438,0.046746902,0.024918296,0.011890288,0.011120654,0.294401749,0.357768284,0.293531728,0.410806108,0.14751319,4.51633133,0.52851266,2.573059486,1.943271844,0.175905586,1.113255471,1.012396076,0.79724162,0.618760259,0.391523056,0.291894768,0.187881891,0.075501518,0.027876672,1,0.818964854,2.142666404,0.491262308,0.063437765,0,1.000312567,0.662225094,0.190956875,0.122834972,0.031872744,0,0.999956727,0.835908327,0.942380002,0.20597889,0.032705021,0,0.999920386,0.886044139,1.809258239,0.293315982,0.039975062,0,1.000068195,0.906966842,2.586634727,0.488464754,0.056538197,0,0.054298239,0.647630308,0.233143342,0.015348064,0.010629873,0.027918753,0.009168684,0.001862737,0,1,4.299787394,5.966784502,5.621195007,7.442999903,2.931020783,3.580829625,4.761027797,NA,0.054298239,0.647630308,0.167400979,0.093661116,0.037009358,0,1,4.299787394,5.808037734,5.35578245,5.623641595,NA,0.867161981,0.132838019,0.023630739,0.099464746,0.179290693,0.203832775,0.17389965,0.130450409,0.085820273,0.051150731,0.027365962,0.013066862,0.012027161,0.257600273,0.226432768,0.171761901,0.13548497,0.089925913,0.054074768,0.029294048,0.017542366,0.008686026,0.004087542,0.005109427,0.023630739,0.68792278,0.159330997,0.09362445,0.035491034,0,0.257600273,0.380396832,0.220982713,0.093928298,0.047091885,0,4.743057938,3.035933011,2.076051584,1.076383924,2.667006353,1.959549086,0.164290621,0.251727671,0.943292622,0.007151538,2.271403413,1.302146738,0.470358683,0.627720444,0.058003219,0.09891429,1.373369932,0.472818538,1.293636422,1.486730548,182159888,273753184,3.0981,63.2,64.8,61.6,0.526,0.705,10.07166958,3.219540119,0.861,4202.15015,0.482909811,9.61421827,2.459719896,2664.668989,0.561159676,10.52912089,4.002449989,5729.23954,NATIONAL
ID,IDN,Indonesia,ASIA,South-Eastern Asia,1991,1990,0,1991,1990,IDN_1991_DHS,DHS,0.047399188,0.091484529,0.153256134,0.192836132,0.175671147,0.134676248,0.089362177,0.050638567,0.031388465,0.016234129,0.017053282,0.244740664,0.368507279,0.339352869,0.42435864,0.144729493,4.635318755,0.518544261,2.649661943,1.985656812,0.182965625,1.107545344,1.059937698,0.794149233,0.628917995,0.420205286,0.313696505,0.197615824,0.080365748,0.032885121,1,0.82664895,2.273302919,0.470277499,0.064857497,0,1,0.680240522,0.183258596,0.116411718,0.020089164,0,1,0.833102697,0.970648575,0.181272663,0.0151975,0,1,0.880649975,1.829541668,0.263437145,0.026071872,0,1,0.90571258,2.607871424,0.433817102,0.053370692,0,0.047399188,0.663290762,0.228692706,0.018319246,0.009978776,0.025282049,0.005547902,0.00148937,0,1,4.382755303,6.072485477,5.804047744,8.033605411,3.113365421,4.697735269,4.567622868,NA,0.047399188,0.663290762,0.179990319,0.073984436,0.035335294,0,1,4.382755303,5.934230381,5.3322767,6.27553079,NA,0.869753516,0.130246484,0.022614661,0.07775378,0.150256215,0.201160378,0.185025198,0.143903782,0.095328844,0.054757972,0.033540846,0.017193919,0.018464405,0.227848101,0.191725841,0.175054029,0.132448287,0.107440568,0.067613461,0.045693115,0.020376659,0.0157456,0.009262118,0.00679222,0.022614661,0.699953415,0.167661881,0.075043408,0.034726634,0,0.227848101,0.39610991,0.269836369,0.066378512,0.039827107,0,4.842197376,3.249249434,2.113496766,1.128527628,2.72870061,2.120721806,0.169163853,0.274915068,0.947150242,0.021047098,2.394039767,1.463606499,0.440771859,0.66709345,0.059988032,0.097374565,1.399734227,0.569797365,1.328903316,1.550924441,185361232,273753184,3.0562,63.5,65,62.1,0.532,0.705,9.876020432,3.492958248,0.86,4507.435038,0.488532927,9.426538352,2.746007398,2820.368989,0.567773553,10.32550251,4.245824367,6181.994413,NATIONAL
ID,IDN,Indonesia,ASIA,South-Eastern Asia,1994,1990,0,1991,1990,IDN_1994_DHS,DHS,0.047345172,0.091192079,0.162817586,0.2066052,0.184014705,0.127419881,0.081497732,0.047285879,0.024784323,0.013518722,0.013518722,0.254009665,0.390619905,0.308025259,0.4063621,0.151848448,4.471645937,0.48058345,2.614465033,1.857180904,0.205280145,1.001244925,1.02268154,0.725072107,0.643509565,0.421457128,0.322251115,0.213007733,0.093082686,0.029339137,1,0.823502714,2.133649758,0.464761063,0.04961835,0,1,0.667261829,0.191018289,0.127346205,0.013269943,0,1,0.836225068,0.94959618,0.194179289,0.020080858,0,1,0.891247331,1.793944291,0.28899138,0.026264954,0,1,0.912166516,2.560130621,0.470178831,0.057524032,0,0.047345172,0.654827903,0.236666568,0.017876731,0.009694346,0.028015772,0.003972607,0.001571255,2.96E-05,1,4.255451475,5.856496243,5.65959421,7.350266805,3.15950463,2.899126844,3.980456398,2,0.047345172,0.654827903,0.184251875,0.080430465,0.033114939,2.96E-05,1,4.255451475,5.730548833,5.085167218,5.843604761,2,0.872137152,0.127862848,0.021255163,0.076290252,0.161545952,0.214969276,0.194519996,0.137470199,0.0874383,0.050972096,0.026694873,0.014539471,0.014304422,0.243852978,0.203802281,0.172370089,0.14347275,0.104942966,0.051711027,0.036755387,0.019518378,0.010139417,0.005830165,0.007604563,0.021255163,0.688761291,0.176454787,0.080151775,0.033343407,3.36E-05,0.243852978,0.398986058,0.243092522,0.082636248,0.031432193,0,4.697327223,2.930029868,1.98576277,0.979038161,2.711564453,1.950991706,0.191455496,0.299460209,0.942263174,0.013110696,2.260540453,1.267034745,0.443415125,0.60953802,0.050977697,0.040346406,1.384795403,0.478727008,1.326769049,1.472264699,194928544,273753184,2.8383,64.9,66.4,63.4,0.558,0.705,9.88506031,4.313212633,0.872,5398.846884,0.516410938,9.429759979,3.604869902,3430.897934,0.591977675,10.33479977,4.975947499,7348.814696,NATIONAL
ID,IDN,Indonesia,ASIA,South-Eastern Asia,1995,1990,0,1991,1990,IDN_1995_IPUMS,IPUMS,0.055898487,0.116950186,0.192175985,0.213487006,0.173236549,0.116119023,0.067324209,0.033711974,0.017110877,0.008034576,0.005951128,0.309126171,0.386723555,0.248251787,0.366975121,0.151504405,4.22147316,0.435209779,2.535341708,1.686131452,0.185190636,0.900462209,0.945238828,0.724741782,0.633383812,0.421366107,0.294937935,0.197446593,0.080870233,0.02302566,1,0.822322023,1.955803232,0.403913158,0.039434747,0,1,0.671388758,0.180161423,0.117685477,0.030764342,0,1,0.853461068,0.965427996,0.158838188,0.022272748,0,1,0.902157909,1.80836629,0.264339492,0.025136309,0,1,0.917014716,2.573923856,0.467914681,0.041146748,0,0.055898487,0.682096747,0.20560758,0.014584141,0.006128442,0.026951848,0.00749155,0.001241204,0,1,4.105051201,5.604160589,5.32614329,6.881115939,2.818362737,2.961769063,4.793458848,NA,0.055898487,0.682096747,0.154596332,0.077963096,0.029445337,0,1,4.105051201,5.444227727,4.968711719,4.992272384,NA,0.87098839,0.12901161,0.02331455,0.101127018,0.19463905,0.225086303,0.185627983,0.12592649,0.073687684,0.036843842,0.018580567,0.008808001,0.006358514,0.280258673,0.225902298,0.175216289,0.133618806,0.087914009,0.048588657,0.023507821,0.012147164,0.006991174,0.00270908,0.003146028,0.02331455,0.726228551,0.146880394,0.076682912,0.026893593,0,0.280258673,0.378222494,0.207725247,0.086777943,0.047015643,0,4.434516516,2.783166258,1.807808124,0.864662987,2.626708391,1.91850327,0.171195082,0.279677987,0.943226413,0.006067423,2.074797473,1.152444504,0.380865291,0.559514852,0.035627338,0.065139478,1.354572018,0.45961065,1.272136374,1.45889262,198140160,273753184,2.7983,65.2,66.8,63.7,0.569,0.705,10.06046009,4.586630762,0.876,5737.73195,0.527382839,9.592920303,3.891157404,3648.240436,0.601905507,10.51550961,5.219321877,7807.034063,NATIONAL
ID,IDN,Indonesia,ASIA,South-Eastern Asia,1997,2000,0,1996,1990,IDN_1997_DHS,DHS,0.044577434,0.104159977,0.183476865,0.213487082,0.183710407,0.119340242,0.071989491,0.039468691,0.021398336,0.01004233,0.008349146,0.287636841,0.397197489,0.270588235,0.40020435,0.151773464,4.310888528,0.465123719,2.583020659,1.727867869,0.204063537,0.939222507,0.944041563,0.713444616,0.632939749,0.457221499,0.298422359,0.207191461,0.091468903,0.026935873,1,0.834758891,2.023649216,0.408472112,0.04400831,0,1,0.686818572,0.185349964,0.113191459,0.015034255,0,1,0.855179733,0.957108837,0.169792175,0.017919255,0,1,0.903316251,1.81919304,0.250554836,0.026935872,0,1,0.916965987,2.576372445,0.46072304,0.045938528,0,0.044577434,0.672865275,0.227879142,0.014538024,0.008349146,0.026594658,0.003765874,0.001430448,0,1,4.106589513,5.664003527,5.356296796,7.107110776,2.813109175,3.132915391,4.743203831,NA,0.044577434,0.672865275,0.180645161,0.073828638,0.028083491,0,1,4.106589513,5.514457318,4.987724032,5.534183098,NA,0.877708899,0.122291101,0.019778481,0.087552743,0.182852057,0.222244198,0.195905854,0.128362342,0.077828323,0.042820411,0.022910074,0.010746308,0.008999209,0.236270754,0.232694764,0.188505747,0.145849298,0.089399745,0.049297573,0.026819923,0.013537676,0.009706258,0.004597701,0.003320562,0.019778481,0.70846519,0.172237605,0.072488133,0.027030591,0,0.236270754,0.397445722,0.245721584,0.084291188,0.036270754,0,4.511839786,2.866948314,1.842436737,0.905367246,2.669403048,1.961581068,0.191080354,0.297060435,0.949517401,0.010053551,2.130226382,1.258254968,0.388656119,0.550551779,0.043439885,0.048088017,1.365569489,0.483744776,1.30383356,1.477836292,204628016,273753184,2.738,65.7,67.3,64.1,0.589,0.705,10.52087975,5.133467019,0.876,6290.178289,0.543086154,9.94560655,4.463732406,3719.106462,0.61965068,10.78571637,5.706070632,8834.00424,NATIONAL
ID,IDN,Indonesia,ASIA,South-Eastern Asia,2000,2000,0,1996,1990,IDN_2000_IPUMS,IPUMS,0.065925222,0.146124183,0.22674789,0.233208517,0.153747275,0.08806796,0.045716202,0.026759068,0.006829486,0.003599173,0.003275024,0.372872073,0.386955793,0.174246912,0.335896719,0.149142123,3.939630023,0.397429162,2.491812441,1.447817582,0.180584586,0.798211591,0.813301291,0.741284301,0.610395127,0.434180965,0.255306544,0.177220142,0.081506734,0.028223328,1,0.806918907,1.759839043,0,0,0.372872073,1.00015301,0.682426746,0.177721674,0,0,0.14000459,0.999950707,0.855966875,0.973727017,0,0,0.170207522,1.000143809,0.902305738,1.821676813,0,0,0.276448876,0.999927304,0.923015411,2.596030823,0,0,0.480662983,0.065925222,0.897043537,0,0,0,0,0,0,0.037031241,1,4.196700476,NA,NA,NA,NA,NA,NA,2.945668578,0.065925222,0.897043537,0,0,0,0.037031241,1,4.196700476,NA,NA,NA,2.945668578,0.880388979,0.119611021,0.033543243,0.131938449,0.232872886,0.24758773,0.165875273,0.094967244,0.049591184,0.028959931,0.007414555,0.00389772,0.003351785,0.304270629,0.250537333,0.181665265,0.127371274,0.064479955,0.037286235,0.017194655,0.010559761,0.002523129,0.001401738,0.002710027,0.033543243,0.943768727,0,0,0,0.02268803,0.304270629,0.553125876,0,0,0,0.142603495,4.110583515,2.681338193,1.537796455,0.785534062,2.57278706,1.89580413,0.166167285,0.286702177,0.916243461,0.002242781,1.845094205,1.132324082,0,0,0,0,1.348687218,0.431361555,1.224099843,1.464442575,214072416,273753184,2.536,66.4,68,64.9,0.595,0.705,10.57404041,5.953721404,0.887,5314.879695,0.55405,10.38059044,5.322594911,3166.710027,0.624654437,10.76191998,6.436193764,7437.960038,NATIONAL
ID,IDN,Indonesia,ASIA,South-Eastern Asia,2002,2000,0,2001,2000,IDN_2002-03_DHS,DHS,0.04080399,0.093607375,0.185310564,0.235998186,0.183527278,0.120145081,0.066162914,0.03491008,0.018890736,0.009460481,0.011183316,0.278917939,0.419525465,0.260752607,0.402931842,0.155780565,4.377182659,0.454902407,2.751108971,1.626073688,0.206362525,0.919478338,0.87078724,0.758953036,0.672724289,0.533477327,0.292181896,0.201405501,0.094515715,0.033659316,1,0.831291723,2.004161919,0.505182541,0.03642535,0,1,0.673358711,0.173220996,0.133809964,0.021302133,0,1,0.867504024,0.97731199,0.14337821,0.01155816,0,1,0.913880275,1.829723591,0.24012206,0.016249623,0,1,0.910900841,2.532170903,0.522679592,0.034248664,0,0.04080399,0.651473477,0.257186036,0.015142814,0.007828321,0.022971135,0.003808372,0.000785855,0,1,4.02973932,5.929659939,5.505179552,7.669946306,2.937928063,2.568404475,4.675823722,NA,0.04080399,0.651473477,0.210397461,0.06975971,0.027565362,0,1,4.02973932,5.834843804,5.026355849,5.664690342,NA,0.881681628,0.118318372,0.018366377,0.079915807,0.188382672,0.247046442,0.193475014,0.126222162,0.069459533,0.036189571,0.019282998,0.010082835,0.011576589,0.222958057,0.20419426,0.160596026,0.146523179,0.102924945,0.070640177,0.039459161,0.024558499,0.015728477,0.004415011,0.008002208,0.018366377,0.68943509,0.196530418,0.069153992,0.026514123,0,0.222958057,0.343543046,0.322571744,0.074779249,0.036147903,0,4.535766445,3.193808226,1.719978107,0.925559893,2.815788338,2.268248333,0.188761921,0.33747252,0.940844694,0.014108257,2.09285293,1.34249726,0.466570411,0.792846291,0.035380492,0.044211399,1.454699751,0.646030966,1.361088588,1.622217367,220115088,273753184,2.4565,67.1,68.7,65.6,0.612,0.705,10.75983047,6.500557661,0.895,5819.946749,0.572755922,10.61417961,5.895169914,3523.496388,0.639780652,10.90141964,6.922942519,8088.160728,NATIONAL
ID,IDN,Indonesia,ASIA,South-Eastern Asia,2005,2000,0,2001,2000,IDN_2005_IPUMS,IPUMS,0.054271334,0.123652681,0.212809549,0.24542357,0.172946731,0.098042491,0.056531712,0.020165241,0.00952031,0.004253519,0.002382861,0.336462231,0.418370301,0.190896134,0.326307233,0.142426064,3.942070925,0.352998423,2.57546926,1.366601665,0.18164419,0.751741998,0.758109655,0.700357143,0.630502123,0.497644877,0.318707755,0.178783467,0.083537644,0.022686262,1,0.820916749,1.735284295,0.359152928,0.026716952,0,1,0.687269061,0.194405484,0.102353134,0.015972321,0,1,0.865962251,0.986637127,0.134114138,0.013286485,0,1,0.910794345,1.84332071,0.230459384,0.015425561,0,1,0.926116073,2.55009309,0.495542355,0.028248481,0,0.054271334,0.716417246,0.189337253,0.007683057,0.003741315,0.023316408,0.004398272,0.000835115,0,1,3.848492658,5.304861135,5.419682487,6.71041971,2.719394426,2.946168671,4.267043741,NA,0.054271334,0.716417246,0.136457777,0.076195885,0.016657759,0,1,3.848492658,5.174836263,4.730635614,5.032360032,NA,0.874022906,0.125977094,0.024569402,0.108016717,0.216400709,0.260220365,0.185676292,0.105078521,0.060777609,0.021897163,0.010334347,0.004521277,0.002507599,0.270464602,0.237463127,0.186670354,0.137721239,0.080291298,0.046828909,0.025626844,0.007558997,0.003595133,0.002304572,0.001474926,0.024569402,0.75968845,0.127621581,0.072720365,0.015400203,0,0.270464602,0.40145649,0.200774336,0.101493363,0.025811209,0,4.120777704,2.702212045,1.463636229,0.69338061,2.657141474,2.008831435,0.1634345,0.307982131,0.938219909,0.007073172,1.825006733,1.112794418,0.332773431,0.542172589,0.024777631,0.040171867,1.389878827,0.527778553,1.267262647,1.481052882,228805152,273753184,2.4329,67.6,69.3,66,0.632,0.705,10.94575024,7.320812047,0.899,6376.755224,0.592604089,10.89081001,6.754032418,3759.466837,0.659274741,11.17247963,7.653065652,8959.277646,NATIONAL
