C0,C1,C2,C3,C4,T1,T2,T3,T5,T10,S1,S2,HS01,HS02,HS03,HS04,HS05,HS06,HS07,HS08,HS09,HS10,HS11,HS12,HS13,HS14,HS15,HS16,HS17,HS18,HS19,HS20,HS21,HS22,HS23,HS24,HS25,HS26,HS27,HS28,HS29,HS30,HR01,HR02,HR03,HR04,HR05,HR06,HR07,HR08,HR09,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24,HR25,HR26,HR27,HR28,HR29,HR30,HT01,HT02,HT03,HT04,HT05,HT06,HT07,HT08,HT09,HT10,HT11,HT12,HT13,HT14,HT15,HT16,HT17,HT18,HT20,HT21,HT22,HT23,HT24,HT25,HT26,HT27,HT28,HT29,HT30,HT31,HH01,HH02,HH03,HH04,HH05,HH06,HH07,HH08,HH09,HH10,HH11,HH12,HH13,HH14,HH15,HH16,HH17,HH18,HH19,HH20,HH21,HH22,HH23,HH24,HH25,HH26,HH27,HH28,HH29,HH30,HH31,HH32,HH33,HH34,HH35,HH36,HH37,HH38,HH39,HH40,HH41,HH42,HH43,HH44,HH45,HH46,HH47,HH48,HH49,HH50,HH51,HH52,HH53,HH54,HH55,HH56,P1,P2,P3,P4,P5,P6,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,DB
ID,IDN,Indonesia,ASIA,South-Eastern Asia,2007,2010,0,2006,2000,IDN_2007_DHS,DHS,0.049829234,0.105236001,0.192584584,0.232610138,0.176638247,0.111796359,0.060247181,0.033366913,0.018305118,0.008132878,0.011253348,0.297820585,0.409248384,0.243101796,0.390353571,0.175679992,4.1774622,0.417827609,2.699296596,1.478165605,0.249427846,0.839062606,0.772075352,0.679434396,0.644584265,0.528206651,0.350847867,0.206201308,0.11312007,0.043929685,1,0.812936101,1.797624325,0.520913059,0.045678585,0,1,0.691026013,0.191444394,0.099912834,0.016096573,0,1,0.827083901,0.968488148,0.188855171,0.015642753,0,1,0.903412739,1.794665174,0.282966141,0.018887635,0,1,0.903911264,2.460469774,0.595278924,0.040439069,0,0.049829234,0.611415514,0.281530259,0.015209219,0.009312268,0.026118578,0.005405538,0.001081108,9.83E-05,1,3.795433277,5.63804331,5.512577861,7.784628021,2.915993062,3.101760522,4.486064538,2.08894631,0.049829234,0.611415514,0.219759699,0.087889137,0.031008133,9.83E-05,1,3.795433277,5.550131708,4.983181802,5.812565011,2.08894631,0.871398553,0.128601447,0.0244175,0.090825278,0.191624295,0.246186512,0.188132089,0.118958485,0.064647706,0.035396994,0.019360787,0.00877242,0.011677935,0.235354154,0.210246989,0.199632578,0.133700755,0.092671974,0.059604001,0.028169014,0.018575219,0.010614411,0.003265973,0.008164932,0.0244175,0.646477063,0.210873331,0.087919763,0.030256468,5.59E-05,0.235354154,0.355378649,0.28475199,0.087773015,0.036333946,0.000408247,4.358042429,2.952576508,1.565827905,0.883543103,2.792214525,2.069033405,0.231229076,0.372742025,0.931169102,0.01169218,1.87895896,1.246128965,0.50212566,0.647620899,0.045456569,0.046973455,1.443349636,0.550800357,1.348864889,1.518233049,234858288,273753184,2.4915,68.2,69.9,66.5,0.643,0.705,11.67477036,7.022429943,0.904,7022.246232,0.607100579,11.55852985,6.39109993,4474.050441,0.671315241,11.78670025,7.680669785,9535.646412,NATIONAL
ID,IDN,Indonesia,ASIA,South-Eastern Asia,2010,2010,0,2006,2000,IDN_2010_IPUMS,IPUMS,0.074446454,0.141399957,0.234764146,0.24453756,0.151914803,0.081534988,0.036824427,0.017389937,0.008290551,0.0047182,0.004178977,0.376164103,0.396452363,0.152937079,0.32086006,0.163283418,3.860105373,0.368592516,2.542660391,1.317444982,0.195614321,0.745677792,0.7002258,0.669849579,0.624734601,0.496096251,0.327791321,0.175921453,0.089095341,0.030713235,1,0.789871598,1.579900468,0.448206522,0.042126785,0,1,0.646222293,0.207595138,0.118852785,0.027329785,0,1,0.847305962,0.978849651,0.155852235,0.017992152,0,1,0.906697905,1.79377986,0.276598677,0.022923558,0,1,0.915551283,2.423722547,0.621903424,0.038822746,0,0.074446454,0.656829594,0.220014155,0.008537695,0.004201445,0.027421728,0.007706393,0.000842536,0,1,3.67557167,5.406790911,5.221052632,7.401069519,2.711593609,3.625364431,4.626666667,NA,0.074446454,0.656829594,0.168866621,0.078569262,0.021288069,0,1,3.67557167,5.320981905,4.650557621,5.050131926,NA,0.859779593,0.140220407,0.035277977,0.124505128,0.243561769,0.265081335,0.165414516,0.089201019,0.040203828,0.018671196,0.008845626,0.005017312,0.004220291,0.314613043,0.24499279,0.180820381,0.118570742,0.069139561,0.034529723,0.016103189,0.009533729,0.004887037,0.002884153,0.003925653,0.035277977,0.707323447,0.160880643,0.077180375,0.019337558,0,0.314613043,0.347219997,0.21783368,0.087085403,0.033247877,0,4.050774156,2.690995033,1.411524139,0.740586444,2.639250016,1.950408588,0.177291435,0.307963467,0.91784151,0.005207499,1.670333834,1.025396571,0.426001176,0.584361481,0.036597635,0.076029482,1.390370419,0.49463227,1.248879598,1.455776318,244016176,273753184,2.452,68.7,70.4,66.9,0.664,0.705,12.33273029,7.41217494,0.918,8058.514219,0.632374665,12.37477016,6.879184961,5253.574679,0.688799916,12.29712009,7.972039938,10823.52729,NATIONAL
ID,IDN,Indonesia,ASIA,South-Eastern Asia,2012,2010,0,2011,2010,IDN_2012_DHS,DHS,0.061844386,0.11657393,0.201518745,0.23595275,0.169980845,0.100086655,0.054250661,0.027684028,0.01427529,0.007707744,0.010124966,0.318092675,0.405933595,0.214129344,0.358273283,0.174359208,4.051337157,0.390605361,2.643272361,1.408064797,0.233468054,0.796056806,0.734523695,0.601583059,0.640392072,0.537291921,0.386018332,0.203509922,0.10431509,0.04764626,1,0.785167595,1.694156341,0.53260561,0.038566203,0,1,0.625868995,0.226436066,0.124948534,0.023074838,0,1,0.83309821,0.972207124,0.175002467,0.019404074,0,1,0.889291959,1.802090356,0.28869366,0.018553285,0,1,0.890881373,2.415593325,0.652030043,0.040168562,0,0.061844386,0.602253033,0.27998723,0.011401989,0.007753352,0.028847031,0.006749977,0.001117395,4.56E-05,1,3.690168776,5.592847803,5.310946407,7.460867051,2.892087455,2.891852201,4.06062481,4.233046503,0.061844386,0.602253033,0.22860987,0.080224391,0.027022713,4.56E-05,1,3.690168776,5.471427652,4.792473824,5.37439316,4.233046503,0.851990586,0.148009414,0.033109075,0.099962918,0.204375695,0.251443556,0.183185888,0.107299889,0.057927637,0.029135986,0.0151772,0.007919691,0.010462468,0.239986868,0.219304005,0.183847669,0.140019698,0.088148391,0.05531845,0.031516743,0.018713066,0.008699934,0.006401838,0.008043336,0.033109075,0.646792393,0.215632781,0.078852572,0.025586693,2.65E-05,0.239986868,0.326657912,0.308765594,0.08864084,0.035784636,0.00016415,4.236512781,2.983778194,1.49742482,0.892864514,2.739087962,2.09091368,0.21190567,0.357588189,0.919435757,0.012253584,1.780216549,1.197931335,0.498145461,0.730265542,0.037882683,0.042434078,1.420254254,0.559278706,1.318722687,1.53150919,250222688,273753184,2.4903,69,70.8,67.2,0.678,0.705,12.89035034,7.608673414,0.925,8819.450844,0.648773058,12.97548008,7.110849857,5876.737867,0.701010491,12.80965996,8.116769791,11718.82407,NATIONAL
ID,IDN,Indonesia,ASIA,South-Eastern Asia,2017,2020,1,2016,2010,IDN_2017_DHS,DHS,0.063257094,0.127181369,0.200383629,0.242707921,0.172299481,0.097262473,0.046264829,0.024477201,0.012196902,0.00631737,0.007651732,0.327564998,0.415007402,0.194170506,0.325438359,0.190375915,3.931578419,0.351164494,2.639931463,1.291646956,0.240491333,0.719792789,0.684724159,0.545619903,0.600502885,0.570525573,0.426592452,0.239652282,0.10163815,0.042530227,1,0.779729701,1.604491439,0.511286464,0.035291714,0,1,0.64932999,0.213565408,0.120060835,0.017370576,0,1,0.832685137,0.967933708,0.185058817,0.014023315,0,1,0.886971964,1.811328014,0.286714802,0.01453861,0,1,0.883244947,2.400752863,0.683330317,0.033274428,0,0.063257094,0.602547797,0.281029127,0.00944478,0.006192273,0.032128933,0.004524321,0.000813127,6.25E-05,1,3.591929173,5.439455084,5.416346882,7.400251085,2.869230247,2.973943321,4.80778335,2.999168359,0.063257094,0.602547797,0.237975106,0.075182954,0.020974501,6.25E-05,1,3.591929173,5.328611866,4.589918615,5.400333367,2.999168359,0.851861627,0.148138373,0.031323819,0.110851378,0.204133858,0.261318898,0.185580709,0.104232283,0.048745079,0.02613189,0.012746063,0.006742126,0.008193898,0.240333379,0.217789315,0.179669354,0.139499932,0.098510726,0.058614565,0.032518104,0.015302637,0.009154256,0.00396229,0.004645443,0.031323819,0.654675197,0.221112205,0.072859252,0.020004921,2.46E-05,0.240333379,0.313294166,0.331602678,0.088126793,0.026369723,0.000273261,4.10476145,2.934125453,1.368041468,0.851696628,2.736719983,2.082428825,0.219210516,0.362719255,0.912349328,0.016961525,1.682993192,1.151790496,0.473829208,0.726536122,0.034824885,0.03797619,1.420628009,0.545199169,1.316091974,1.537229656,264498848,273753184,2.2618,69.9,71.9,68,0.704,0.705,13.53096962,8.069094896,0.933,10589.12645,0.676774215,13.59187031,7.663500071,7121.673502,0.725003569,13.47525978,8.481790066,14004.74288,NATIONAL
IN,IND,India,ASIA,Southern Asia,1983,1980,0,1981,1980,IND_1983_IPUMS,IPUMS,0.075791178,0.083009913,0.114779002,0.155962387,0.167139784,0.140593467,0.100175201,0.064902087,0.036836619,0.023386042,0.03742432,0.197788916,0.323102171,0.403317735,0.453571666,0.169634739,5.104633522,0.682391448,2.770954113,2.333679409,0.198403638,1.388692005,1.140013324,0.837551462,0.615046538,0.472302682,0.322460296,0.210333878,0.088792077,0.02944126,1,0.79292941,2.267148772,1.017655198,0.020601456,0,1.000472,0.650699664,0.190435551,0.158800891,0.006870384,0,1.000143311,0.76332778,0.922924193,0.30467173,0.010697558,0,1.000582606,0.852670232,1.707600584,0.431935772,0.013024927,0,0.999509612,0.875423138,2.471583553,0.638711141,0.013374237,0,0.075791178,0.523552372,0.341808787,0.007573573,0.009503005,0.039941452,0.000975804,0.000709676,0.000144153,1,4.514903993,6.945514413,5.645216344,8.892913848,3.775039607,2.420671719,6.077376723,2.448818898,0.075791178,0.523552372,0.272482314,0.109267925,0.018762059,0.000144153,1,4.514903993,6.90513255,5.895127851,7.179964534,2.448818898,0.900124656,0.099870818,0.057905964,0.075835111,0.1093382,0.156799882,0.171769609,0.147255755,0.106526752,0.06947236,0.039520574,0.025241378,0.040334414,0.22965314,0.148492405,0.165608706,0.1501927,0.126048515,0.082067558,0.043300839,0.024030832,0.012355475,0.006687826,0.011562004,0.057905964,0.5334476,0.278629296,0.110928888,0.018952612,0.00013564,0.22965314,0.43878939,0.21899796,0.09544321,0.017002947,0.000113353,5.286664427,3.365579609,2.407103426,1.616864424,2.879561002,1.748715185,0.200916911,0.170650395,0.875827922,0.026415206,2.331818967,1.626917573,1.051544646,0.692937743,0.020660247,0.017642385,1.50728217,0.37097752,1.372270878,1.377737666,745826560,1407563904,4.5651,55.3,55.7,54.9,NA,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIONAL
IN,IND,India,ASIA,Southern Asia,1987,1990,0,1986,1980,IND_1987_IPUMS,IPUMS,0.071195797,0.081958854,0.114148266,0.161556708,0.171732287,0.140263368,0.098485856,0.061906979,0.03729937,0.023698679,0.037753835,0.196107121,0.333288995,0.399408087,0.427762259,0.172463865,4.994665425,0.643005771,2.777671077,2.216994348,0.192109722,1.32630576,1.083378532,0.84850377,0.628328777,0.464405542,0.32670074,0.206917492,0.081974046,0.028150765,1,0.798254124,2.205227743,0.974362835,0.014276788,0,0.999667825,0.671519821,0.184030461,0.141016419,0.004744646,0,1.000338749,0.771818522,0.934090307,0.285022191,0.008797963,0,1.000680869,0.857604986,1.747541507,0.388147398,0.0087253,0,0.999760485,0.896357058,2.514876948,0.576085758,0.010333684,0,0.071195797,0.529451539,0.346546067,0.007160592,0.009288818,0.034107032,0.001086282,0.001041944,0.00012193,1,4.435568366,6.825862339,5.475744824,8.805102964,3.744822728,2.592394287,5.010830583,2.611501671,0.071195797,0.529451539,0.278132482,0.102520617,0.018577636,0.00012193,1,4.435568366,6.806865633,5.791932923,6.929216763,2.611501671,0.899475269,0.100524731,0.055192769,0.074857037,0.108688434,0.161765972,0.177371949,0.146541229,0.104248909,0.065645945,0.039808153,0.025382771,0.040496833,0.217839737,0.147002153,0.164343194,0.159582908,0.120253882,0.082398277,0.046016094,0.027541652,0.014167517,0.00827383,0.012580755,0.055192769,0.53919941,0.283809875,0.10281006,0.018864908,0.000122979,0.217839737,0.44100646,0.225886887,0.099172617,0.015980959,0.00011334,5.176679957,3.337951557,2.290121566,1.547281904,2.886558392,1.790669653,0.19433821,0.17085463,0.882628359,0.037292074,2.271437967,1.599959045,1.00519316,0.689315141,0.014670863,0.010681689,1.514557889,0.389594935,1.372000503,1.401074718,815716160,1407563904,4.3111,57.3,58,56.7,NA,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIONAL
IN,IND,India,ASIA,Southern Asia,1992,1990,0,1991,1990,IND_1992-93_DHS,DHS,0.027608713,0.063381474,0.097245904,0.156483248,0.179100938,0.154507165,0.110220305,0.071952032,0.045766099,0.029449294,0.064284827,0.160627378,0.335584187,0.476179722,0.458259465,0.223252295,5.911996621,0.751766448,3.328130305,2.583866316,0.277009988,1.534533764,1.2954719,1.044756742,0.734336272,0.496042255,0.358350794,0.281456026,0.119652968,0.0473959,1,0.838163506,2.771610975,1.275062906,0.02592412,0,1,0.635234682,0.203047422,0.147294507,0.01446498,0,1,0.762458999,0.959146383,0.261205847,0.018005132,0,1,0.849649142,1.780016573,0.355916566,0.0139728,0,1,0.890984587,2.554592355,0.537273701,0.017635429,0,0.027608713,0.519619689,0.402725866,0.008299552,0.010512766,0.027687756,0.002540679,0.000937228,6.78E-05,1,4.69953636,7.686147703,5.841267862,9.639994631,4.240574211,3.485866961,5.600665273,1.863157536,0.027608713,0.519619689,0.352996308,0.077417315,0.022290225,6.78E-05,1,4.69953636,7.682465851,6.347811361,7.41503816,1.863157536,0.907613639,0.092283691,0.01709585,0.056258595,0.090589081,0.154821534,0.183979106,0.159994449,0.115166732,0.075284826,0.048133335,0.030722063,0.067954428,0.117133621,0.123814655,0.153987069,0.170905172,0.137392241,0.107974138,0.06799569,0.043534483,0.025431034,0.018534483,0.033081897,0.01709585,0.530804073,0.352590873,0.077518011,0.021928109,6.31E-05,0.117133621,0.424676724,0.356142241,0.076508621,0.025215517,0.000107759,6.063570231,4.409115068,2.655570019,1.875053528,3.408000212,2.53406154,0.279358342,0.253261993,0.917485698,0.055163913,2.830358873,2.189352887,1.28910894,1.132482576,0.025285191,0.03182477,1.76201445,0.783942399,1.645678505,1.749915009,907574080,1407563904,3.8774,59.5,60.3,58.7,0.442,0.633,8.057444193,2.988315058,0.71,1828.853344,0.354506071,6.681946449,1.88951241,767.7394756,0.499617027,9.326500604,3.940074343,2820.926609,NATIONAL
IN,IND,India,ASIA,Southern Asia,1993,1990,0,1991,1990,IND_1993_IPUMS,IPUMS,0.068710418,0.092711926,0.124832245,0.186111512,0.184348,0.13404909,0.085047859,0.054258493,0.025443374,0.018200774,0.02628631,0.217544171,0.370459511,0.3432859,0.380430563,0.166568694,4.781212402,0.584490998,2.768977095,2.012235307,0.189074957,1.182672588,1.020325284,0.810192574,0.659726729,0.472261934,0.319602013,0.210541599,0.081288435,0.024601246,1,0.811779146,2.089076994,0.868780116,0.009088012,0,0.999863527,0.712697236,0.161315493,0.123029366,0.005025663,0,1.000109634,0.794691914,0.946081356,0.25392623,0.005634133,0,1.000290907,0.87807735,1.793893326,0.324962027,0.005326031,0,0.999826545,0.909156283,2.535417864,0.55004392,0.007886424,0,0.068710418,0.568571777,0.317864709,0.005811826,0.006177837,0.030622997,0.001353135,0.000676567,0.000210734,1,4.298896722,6.580930423,5.325827428,8.332557482,3.564387047,2.752271387,4.507152212,3.727687664,0.068710418,0.568571777,0.260001553,0.088486153,0.014019365,0.000210734,1,4.298896722,6.581270059,5.516115103,6.332612091,3.727687664,0.901936214,0.098012466,0.053065951,0.086189057,0.119016531,0.187553891,0.191483334,0.14121357,0.089687369,0.057759109,0.026964105,0.019117538,0.027949545,0.211362868,0.151053996,0.177206628,0.173261188,0.118814113,0.069777928,0.043399842,0.022545373,0.01149814,0.009919964,0.011159959,0.053065951,0.582555246,0.261560444,0.088578749,0.014104112,0.000135498,0.211362868,0.441663848,0.245744561,0.087814226,0.012850862,0.000563634,4.941423607,3.271057713,2.077335274,1.395724687,2.864088333,1.875333026,0.189764075,0.180823049,0.895395626,0.035778115,2.148320133,1.527260241,0.885960295,0.701036717,0.009378961,0.005927845,1.505570021,0.453479793,1.358165734,1.421853233,926351296,1407563904,3.7986,59.8,60.6,59.1,0.446,0.633,8.088162214,3.091684447,0.711,1880.994675,0.35906964,6.755664683,1.937746356,792.563372,0.504683029,9.3134422,4.099807087,2898.671539,NATIONAL
IN,IND,India,ASIA,Southern Asia,1998,2000,0,1996,1990,IND_1998-99_DHS,DHS,0.030329243,0.067881278,0.106384819,0.175844732,0.183781154,0.148726821,0.100762286,0.065394388,0.040330864,0.025593339,0.054971076,0.174266097,0.359625885,0.435778775,0.422825323,0.225831216,5.614800045,0.654551524,3.250685929,2.364114116,0.276658965,1.356918466,1.245132534,0.983921761,0.74281128,0.507770229,0.338383604,0.273128983,0.121830955,0.044902232,1,0.833519393,2.632191526,1.132472029,0.016617097,0,1,0.665704588,0.187363732,0.139139185,0.010077281,0,1,0.767581743,0.97650915,0.25110715,0.009738227,0,1,0.866238527,1.826379593,0.300377393,0.009686746,0,1,0.885788306,2.561476678,0.543495212,0.012545313,0,0.030329243,0.531837595,0.390917446,0.007157918,0.008044548,0.02901011,0.001957074,0.000713629,3.24E-05,1,4.536185832,7.422438426,5.49990877,9.303542688,3.922258384,3.576115101,4.573558761,1,0.030329243,0.531837595,0.34442342,0.075504136,0.017873169,3.24E-05,1,4.536185832,7.408734578,6.078278244,7.013225089,1,0.896955441,0.103044559,0.01789108,0.060100955,0.099018291,0.177155585,0.189466294,0.155209355,0.105288642,0.068707557,0.042125141,0.02673978,0.058079433,0.1342234,0.132490828,0.167855687,0.164492458,0.135955972,0.094374236,0.063289849,0.037505096,0.025275173,0.015695067,0.02843457,0.01789108,0.546864219,0.341479948,0.075776834,0.017770031,0,0.1342234,0.4052181,0.369445577,0.072156543,0.018548716,0,5.771889001,4.214187737,2.438819594,1.698236215,3.333069408,2.515951522,0.27691621,0.272723014,0.922584349,0.050761763,2.693435404,2.076980703,1.138964921,1.069880876,0.016681269,0.014622773,1.724583844,0.785882779,1.608485564,1.730068743,1021434560,1407563904,3.4462,61.8,62.6,61,0.478,0.633,8.242063522,3.805872951,0.741,2345.162554,0.397487441,7.151193301,2.820637283,1000.38287,0.536130522,9.233780225,5.058203549,3600.491129,NATIONAL
IN,IND,India,ASIA,Southern Asia,1999,2000,0,1996,1990,IND_1999_IPUMS,IPUMS,0.06724753,0.085206877,0.124448495,0.195741323,0.18615041,0.133061424,0.081494982,0.048299085,0.026794546,0.017892666,0.033662662,0.209655372,0.381891733,0.341205366,0.348429113,0.18232738,4.872482494,0.541782502,2.837436636,2.035045857,0.211792313,1.158912455,1.065602054,0.805885808,0.688872678,0.495879952,0.318875171,0.2194624,0.091845449,0.027146528,1,0.812298783,2.129708635,0.919051833,0.008740724,0,1.005101767,0.698989429,0.180530076,0.121490787,0.006331066,0,1.00096463,0.792379595,0.97968577,0.221988278,0.009828476,0,0.999753881,0.880233744,1.814843586,0.299082266,0.005579962,0,1.001255405,0.909054144,2.539202545,0.550370996,0.007172234,0,0.06724753,0.568886765,0.322179127,0.004289795,0.004678766,0.029328414,0.00180038,0.000633467,0.000955757,1,4.334346863,6.770931144,5.085622765,8.083676568,3.603765305,2.734591913,4.461820628,2.891308596,0.06724753,0.568886765,0.267778753,0.083728787,0.011402407,0.000955757,1,4.334346863,6.767407106,5.677799002,5.843222593,2.891308596,0.898401496,0.101598504,0.052612675,0.077569017,0.118167969,0.198895233,0.193408553,0.139260103,0.086226329,0.051151212,0.028151744,0.018887554,0.03566961,0.19730056,0.15209042,0.179414024,0.167892022,0.122462416,0.07736201,0.039833205,0.023153736,0.014923735,0.009327335,0.016240535,0.052612675,0.58353253,0.268649137,0.083092852,0.011369688,0.000743117,0.19730056,0.439920992,0.259958301,0.088884012,0.011302535,0.0026336,5.022108559,3.496575633,2.091321217,1.506892328,2.930787342,1.989683305,0.211937785,0.210042849,0.898727457,0.037087854,2.183749624,1.620553208,0.928185208,0.829436061,0.008756206,0.008107812,1.53844822,0.498160063,1.392339122,1.491523242,1040500032,1407563904,3.3831,62.2,63.1,61.4,0.486,0.633,8.274276733,3.97502286,0.75,2509.046377,0.408020674,7.223056634,3.082778294,1072.174532,0.543708436,9.22815005,5.27118054,3849.844567,NATIONAL
IN,IND,India,ASIA,Southern Asia,2004,2000,0,2001,2000,IND_2004_IPUMS,IPUMS,0.062844211,0.090525987,0.131519097,0.205210819,0.189948494,0.127238066,0.078920377,0.04363531,0.026020647,0.015485295,0.028651698,0.222045085,0.395159312,0.319951392,0.331467814,0.185700907,4.693275927,0.488841621,2.838103341,1.855172586,0.211039311,1.035079393,1.006321218,0.783417894,0.687973786,0.51418837,0.328390146,0.219797051,0.090802696,0.027305372,1,0.802763363,1.996434467,0.888321883,0.005756213,0,1,0.721211481,0.17047188,0.105002204,0.003314436,0,1,0.785483074,1.000570947,0.207816223,0.006129756,0,1,0.877744902,1.836582898,0.281296503,0.004375697,0,1,0.897049928,2.499569231,0.600070846,0.003309995,0,0.062844211,0.580169012,0.32478985,0.002932061,0.003500635,0.024437557,0.001081406,0.000245267,0,1,4.171218807,6.570231685,4.893765698,7.517304624,3.357139663,3.096190187,5.685291619,NA,0.062844211,0.580169012,0.274721844,0.074505563,0.00775937,0,1,4.171218807,6.601267893,5.376907575,5.68479063,NA,0.887688301,0.112311699,0.045162755,0.082871953,0.124301623,0.209935554,0.198143547,0.134782006,0.083502541,0.046436544,0.02775851,0.016534033,0.030570935,0.197559335,0.148842125,0.18650908,0.16921303,0.12751033,0.069760738,0.04400884,0.022292688,0.01277986,0.007494955,0.014029019,0.045162755,0.59961408,0.274230367,0.073135665,0.007857134,0,0.197559335,0.432016912,0.278466417,0.084942827,0.007014509,0,4.856157436,3.405894365,1.918473921,1.354852005,2.937683516,2.05104236,0.210276218,0.217070645,0.901454097,0.022732337,2.051197152,1.563601604,0.897524384,0.81558723,0.005981803,0.003973195,1.542404241,0.561452281,1.395274982,1.489590079,1136264576,1407563904,3.0464,64.5,65.8,63.3,0.525,0.633,9.386282921,4.452401492,0.784,3034.450608,0.450846517,8.897337437,3.101652447,1341.178912,0.575268845,9.827977419,5.810722252,4613.349291,NATIONAL
IN,IND,India,ASIA,Southern Asia,2005,2000,0,2001,2000,IND_2005-06_DHS,DHS,0.050596576,0.095507112,0.138189088,0.204458955,0.181173708,0.128605361,0.078430653,0.047661846,0.028182577,0.017571695,0.029622429,0.2336962,0.385632664,0.33007456,0.351488917,0.210750282,4.986570252,0.555854188,2.973055395,2.013514857,0.265605145,1.148067318,1.062526795,0.850163738,0.671127408,0.483462754,0.350270049,0.261895128,0.116136811,0.04292025,1,0.792267846,2.281980514,0.8944237,0.01761395,0,1,0.671210086,0.195456585,0.119273653,0.01374239,0,1,0.747969565,1.014159551,0.222460387,0.015395786,0,1,0.856116183,1.838027547,0.292480758,0.013600552,0,1,0.866478638,2.551158083,0.568885703,0.013140551,0,0.050596576,0.559506232,0.335613863,0.007419364,0.007501903,0.032639698,0.005053238,0.001568246,0.000100881,1,4.20364416,6.83791945,5.004821259,8.740543422,3.5200774,3.127338909,4.908260669,2.757897085,0.050596576,0.559506232,0.291794679,0.076458882,0.021542751,0.000100881,1,4.20364416,6.801711481,5.551777596,6.006472323,2.757897085,0.856417279,0.143582721,0.032425018,0.086013094,0.130171555,0.211748444,0.18873161,0.136043633,0.083794992,0.050705614,0.030056899,0.018805653,0.031503488,0.158357211,0.151989812,0.185928048,0.161222541,0.136326011,0.08443171,0.046545686,0.029544731,0.017000955,0.010251512,0.018401783,0.032425018,0.583200283,0.285363737,0.077033529,0.02191314,6.43E-05,0.158357211,0.419038523,0.329894938,0.07309774,0.019293219,0.00031837,5.177802015,3.843487215,2.073761389,1.653012368,3.104040626,2.190474847,0.2667463,0.258686938,0.915183968,0.058901825,2.338566355,1.943447934,0.905268914,0.828520725,0.018487931,0.012395749,1.595963867,0.610661799,1.508076759,1.579813048,1154638720,1407563904,2.9584,65,66.4,63.7,0.534,0.633,9.650395393,4.529458673,0.787,3222.757097,0.459181338,9.181674957,3.040835733,1435.303976,0.583788731,10.07321501,5.892363432,4889.596396,NATIONAL
